XXXX0000;-------- FRANCE ---------
FRXX6020;Mondragon
FRXX2038;Monestier-de-Clermont
FRXX6216;Monestier-Merlines
FRXX2405;Monetier-Allemont
FRXX1369;Monferran-Saves
FRXX3032;Monfort
FRXX2893;Monguilhem
FRXX4160;Monistrol-sur-Loire
FRXX5818;Monleon-Magnoac
FRXX3779;Monnerville
FRXX3533;Monnetier-Mornex
FRXX6586;Mons
FRXX2777;Mons-en-Baroeul
FRXX4152;Mons-en-Montois
FRXX6309;Mons-en-Pevele
FRXX1622;Monsteroux-Milieu
FRXX5934;Mont Blanc Assy
FRXX4290;Montady
FRXX4824;Montagnac
FRXX1906;Montagnac-la-Crempse
FRXX0247;Montagne de Cherferie
FRXX0248;Montagne de Mazeliere
FRXX4898;Montagny
FRXX5099;Montagny-les-Lanches
FRXX2914;Montaignac-Saint-Hippolyte
FRXX0308;Montaigu
FRXX6534;Montaigu-de-Quercy
FRXX2762;Montaigut-le-Blanc
FRXX4872;Montaigut-le-Blanc
FRXX2097;Montalet-le-Bois
FRXX4199;Montalieu-Vercieu
FRXX3675;Montambert
FRXX4427;Montamise
FRXX0066;Montargis
FRXX4420;Montastruc-la-Conseillere
FRXX5765;Montataire
FRXX0067;Montauban
FRXX3288;Montauban-de-Bretagne
FRXX6288;Montaut
FRXX1370;Montaut-les-Creneaux
FRXX7000;Montbard
FRXX6170;Montbeliard
FRXX4709;Montberthault
FRXX1667;Mont-Bonvillers
FRXX4055;Montboucher-sur-Jabron
FRXX5464;Montboudif
FRXX4550;Montbouton
FRXX4738;Montboyer
FRXX6363;Montbrison
FRXX1840;Montbron
FRXX1088;Montbrun-les-Bains
FRXX4649;Montcabrier
FRXX0421;Montceau-les-Mines
FRXX3375;Montceaux-les-Meaux
FRXX4109;Montceaux-les-Provins
FRXX4310;Montchanin
FRXX0470;Montchavin - Les Coches
FRXX5696;Montcresson
FRXX4775;Montcy-Notre-Dame
FRXX3508;Mont-de-Lans
FRXX0163;Mont-de-Marsan
FRXX4966;Mont-Dore
FRXX2841;Montebourg
FRXX1295;Monteils
FRXX2534;Monteleger
FRXX0123;Montelimar
FRXX6247;Montemboeuf
FRXX0320;Montendre
FRXX2821;Montereau-sur-le-Jard
FRXX3143;Montescourt-Lizerolles
FRXX4265;Montesquieu-Volvestre
FRXX3554;Montesquiou
FRXX2112;Montesson
FRXX5189;Montestruc-sur-Gers
FRXX4579;Monteux
FRXX4866;Montevrain
FRXX4603;Montfaucon
FRXX3598;Montfaucon-en-Velay
FRXX4509;Montfavet
FRXX5266;Montfermeil
FRXX5728;Montfermier
FRXX3243;Montferrand-la-Fare
FRXX1784;Montferrand-le-Chateau
FRXX3804;Montferrat
FRXX4948;Montferrer
FRXX6677;Montfort
FRXX3820;Montfort-en-Chalosse
FRXX5673;Montfort-le-Gesnois
FRXX5757;Montfort-sur-Argens
FRXX6300;Montfort-sur-Meu
FRXX1851;Montfort-sur-Risle
FRXX6264;Montfrin
FRXX3321;Montgaillard
FRXX0553;Montgenevre
FRXX3064;Montgeron
FRXX0249;Montgesin
FRXX5437;Montgesoye
FRXX3569;Montgey
FRXX6056;Monthou-sur-Bievre
FRXX1643;Monthureux-sur-Saone
FRXX3668;Monthyon
FRXX3520;Montierchaume
FRXX2169;Montiers-sur-Saulx
FRXX6515;Monties
FRXX6384;Montignac
FRXX5537;Montignac-le-Coq
FRXX6077;Montigne-le-Brillant
FRXX4558;Montigne-les-Rairies
FRXX4462;Montigny-aux-Amognes
FRXX2582;Montigny-en-Cambresis
FRXX1206;Montigny-en-Gohelle
FRXX3573;Montigny-en-Morvan
FRXX6674;Montigny-en-Ostrevent
FRXX3587;Montigny-le-Bretonneux
FRXX6291;Montigny-le-Chartif
FRXX3875;Montigny-les-Cormeilles
FRXX2918;Montigny-les-Jongleurs
FRXX2897;Montigny-les-Metz
FRXX3179;Montigny-sur-Aube
FRXX2190;Montigny-sur-Canne
FRXX1201;Montigny-sur-Loing
FRXX1979;Montivilliers
FRXX6686;Montjay
FRXX4212;Montjean-sur-Loire
FRXX1865;Montjoux
FRXX4072;Montlaur-en-Diois
FRXX5908;Montlauzun
FRXX5254;Mont-les-Neufchateau
FRXX4640;Mont-le-Vignoble
FRXX1641;Montlignon
FRXX6649;Montliot-et-Courcelles
FRXX1466;Montlouis-sur-Loire
FRXX0389;Montlucon
FRXX3874;Montmagny
FRXX1674;Montmartin-sur-Mer
FRXX2170;Montmedy
FRXX6330;Montmerle-sur-Saone
FRXX4823;Montmeyran
FRXX5176;Montmirey-le-Chateau
FRXX1694;Montmorency
FRXX0340;Montmorillon
FRXX3336;Mont-Notre-Dame
FRXX5724;Montoir-de-Bretagne
FRXX5225;Montoire-sur-le-Loir
FRXX5190;Montois-la-Montagne
FRXX3633;Montoulieu-Saint-Bernard
FRXX6007;Montoy-Flanville
FRXX0068;Montpellier
FRXX6402;Montpeyroux
FRXX6627;Montpezat
FRXX6655;Montpezat
FRXX2492;Montpezat-sous-Bauzon
FRXX0317;Montpon
FRXX3186;Montpon-Menesterol
FRXX4913;Montpont-en-Bresse
FRXX6510;Mont-pres-Chambord
FRXX1310;Montrabe
FRXX3506;Montreal
FRXX1187;Montreal-la-Cluse
FRXX3772;Montrecourt
FRXX4932;Montredon
FRXX2929;Montredon-des-Corbieres
FRXX5095;Montredon-Labessonnie
FRXX0361;Montreuil
FRXX1167;Montreuil-aux-Lions
FRXX4662;Montreuil-Bellay
FRXX2820;Montreuil-en-Caux
FRXX1663;Montreuil-Poulay
FRXX0283;Montreuil-sous-Bois
FRXX6029;Montreuil-sur-Ille
FRXX5288;Montreux-Chateau
FRXX3666;Montreux-Vieux
FRXX4125;Montrevel-en-Bresse
FRXX1526;Montrichard
FRXX5808;Montricher-Albanne
FRXX3305;Montrond-le-Chateau
FRXX5841;Montrond-les-Bains
FRXX1448;Montrottier
FRXX2933;Montrouge
FRXX3922;Montrozier
FRXX2076;Monts
FRXX0069;Mont-Saint-Aignan
FRXX2144;Mont-Saint-Eloi
FRXX4517;Mont-Saint-Martin
FRXX6000;Montsoult
FRXX5179;Mont-sous-Vaudrey
FRXX3038;Monts-sur-Guesnes
FRXX4630;Mont-sur-Meurthe
FRXX3079;Montsurs
FRXX3636;Montureux-et-Prantigny
FRXX0250;Montvalezan-sur-Seez
FRXX1021;Montvicq
FRXX5670;Montville
FRXX3850;Moon-sur-Elle
FRXX1914;Moosch
FRXX5957;Morangis
FRXX3426;Morannes
FRXX0380;Morcenx
FRXX3286;Mordelles
FRXX5735;Moretel-de-Mailles
FRXX1474;Morez
FRXX1235;Morgny-la-Pommeraye
FRXX6427;Morienval
FRXX6013;Morieres-les-Avignon
FRXX4552;Morigny-Champigny
FRXX0539;Morillon
FRXX1478;Moriviller
FRXX4320;Morizes
FRXX0070;Morlaix
FRXX3378;Mormant
FRXX3978;Mornac-sur-Seudre
FRXX3807;Mornas
FRXX4762;Mornay-sur-Allier
FRXX2958;Morsang-sur-Orge
FRXX3372;Morschwiller-le-Bas
FRXX3312;Morsiglia
FRXX3529;Mortagne-au-Perche
FRXX1530;Mortagne-du-Nord
FRXX1120;Mortagne-sur-Gironde
FRXX6791;Mortagne-sur-Sevre
FRXX1175;Mortcerf
FRXX1785;Morteau
FRXX2470;Morteaux-Couliboeuf
FRXX4993;Mortefontaine-en-Thelle
FRXX2964;Morterolles-sur-Semme
FRXX5287;Morvillars
FRXX2175;Morville-les-Vic
FRXX4508;Morvillers-Saint-Saturnin
FRXX0251;Morzine
FRXX3607;Motteville
FRXX2412;Mouans-Sartoux
FRXX2316;Mouchamps
FRXX5906;Mouchard
FRXX2411;Mougins
FRXX4927;Mouguerre
FRXX1462;Mouhers
FRXX4606;Mouilleron-en-Pareds
FRXX1754;Mouleydier
FRXX2184;Mouliets-et-Villemartin
FRXX0408;Moulins
FRXX2189;Moulins-Engilbert
FRXX1173;Moulins-la-Marche
FRXX1477;Moulins-les-Metz
FRXX4323;Moulon
FRXX1025;Moult
FRXX3276;Mouries
FRXX1058;Mourjou
FRXX5368;Mourmelon-le-Grand
FRXX3120;Mours
FRXX6217;Mours-Saint-Eusebe
FRXX1627;Moussac
FRXX2459;Moussages
FRXX4150;Mousseaux-les-Bray
FRXX6257;Mousseaux-Neuville
FRXX1403;Mousseaux-sur-Seine
FRXX5137;Moussey
FRXX5826;Moustier-en-Fagne
FRXX3888;Moustiers-Sainte-Marie
FRXX2156;Mouterre-sur-Blourde
FRXX4976;Mouthier-en-Bresse
FRXX6802;Mouthier-Haute-Pierre
FRXX1061;Mouthiers-sur-Boeme
FRXX1902;Moutier-Malcard
FRXX4870;Moutier-Rozeille
FRXX1588;Moutiers
FRXX2107;Moutiers
FRXX1630;Moutiers-les-Mauxfaits
FRXX3773;Moutiers-sous-Argenton
FRXX3045;Moutiers-sous-Chantemerle
FRXX1348;Mouvaux
FRXX2090;Mouzieys-Teulet
FRXX4776;Mouzon
FRXX5396;Moy-de-l'Aisne
FRXX3094;Moyen
FRXX2256;Moyenmoutier
FRXX3700;Moyenneville
FRXX4415;Moyenneville
FRXX5300;Moyeuvre-Grande
FRXX5453;Moyrazes
FRXX2180;Muhlbach-sur-Munster
FRXX3594;Muides-sur-Loire
FRXX0071;Mulhouse
FRXX1196;Munchhouse
FRXX4383;Muneville-le-Bingard
FRXX6559;Muneville-sur-Mer
FRXX3665;Munster
FRXX4491;Murat-sur-Vebre
FRXX4888;Murbach
FRXX3175;Mur-de-Barrez
FRXX5531;Mur-de-Bretagne
FRXX3532;Mures
FRXX6139;Muro
FRXX4943;Murol
FRXX6005;Murs-Erigne
FRXX1867;Murviel-les-Montpellier
FRXX6163;Mus
FRXX5550;Mussy-sur-Seine
FRXX6553;Mutzenhouse
FRXX5070;Mutzig
FRXX4499;Muzillac
FRXX3114;Nadaillac-de-Rouge
FRXX3197;Nages-et-Solorgues
FRXX6593;Naintre
FRXX5959;Nainville-les-Roches
FRXX3809;Nalliers
FRXX5206;Namps-Maisnil
FRXX1929;Nancray-sur-Rimarde
FRXX5361;Nancy
FRXX0115;Nancy/Essey
FRXX5084;Nancy-sur-Cluses
FRXX4274;Nans-les-Pins
FRXX6172;Nans-sous-Sainte-Anne
FRXX3201;Nant
FRXX0202;Nanterre
FRXX0072;Nantes
FRXX2310;Nantes-en-Ratier
FRXX3270;Nanteuil-en-Vallee
FRXX3500;Nanteuil-le-Haudouin
FRXX1424;Nanteuil-les-Meaux
FRXX2606;Nantua
FRXX0338;Narbonne
FRXX4779;Nassandres
FRXX5849;Naujac-sur-Mer
FRXX2589;Navailles-Angos
FRXX2947;Naves
FRXX5471;Naves
FRXX6241;Neaufles-Saint-Martin
FRXX3602;Neauphle-le-Chateau
FRXX1637;Nemes
FRXX5703;Nempont-Saint-Firmin
FRXX5376;Nerac
FRXX3904;Neris-les-Bains
FRXX4564;Nerville-la-Foret
FRXX5599;Nesles-la-Montagne
FRXX4554;Nesles-la-Vallee
FRXX6527;Neuf-Brisach
FRXX2681;Neufchatel-en-Bray
FRXX1405;Neufchatel-Hardelot
FRXX5595;Neufchatel-sur-Aisne
FRXX2181;Neufmontiers-les-Meaux
FRXX6600;Neuille-Pont-Pierre
FRXX3256;Neuilly
FRXX2733;Neuilly-en-Thelle
FRXX6726;Neuilly-en-Vexin
FRXX2418;Neuilly-le-Real
FRXX2265;Neuilly-Plaisance
FRXX1005;Neuilly-Saint-Front
FRXX5374;Neuilly-sur-Marne
FRXX0295;Neuilly-sur-Seine
FRXX4182;Neulise
FRXX5073;Neung-sur-Beuvron
FRXX6178;Neussargues-Moissac
FRXX1057;Neuveglise
FRXX6075;Neuvelle-les-Voisey
FRXX4646;Neuves-Maisons
FRXX1188;Neuvic
FRXX2479;Neuvic
FRXX4385;Neuvic-Entier
FRXX3245;Neuvicq-le-Chateau
FRXX2389;Neuville
FRXX5008;Neuville-aux-Bois
FRXX1689;Neuville-Coppegueule
FRXX3250;Neuville-Day
FRXX2151;Neuville-de-Poitou
FRXX3478;Neuville-en-Ferrain
FRXX6333;Neuville-les-Dames
FRXX3768;Neuviller-les-Badonviller
FRXX2785;Neuville-Saint-Remy
FRXX4408;Neuville-sur-Escaut
FRXX4657;Neuville-sur-Oise
FRXX1605;Neuville-sur-Saone
FRXX6733;Neuvilly-en-Argonne
FRXX6394;Neuvy-en-Sullias
FRXX5060;Neuvy-Grandchamp
FRXX5881;Neuvy-Saint-Sepulchre
FRXX5285;Neuvy-Sautour
FRXX3259;Neuvy-sur-Barangeon
FRXX1491;Neuvy-sur-Loire
FRXX5112;Neuwiller-les-Saverne
FRXX0164;Nevers
FRXX1768;Nevez
FRXX5098;Nezel
FRXX0073;Nice
FRXX2367;Nicole
FRXX4886;Niderhoff
FRXX1564;Niderviller
FRXX5160;Niederhausbergen
FRXX6481;Nielles-les-Blequin
FRXX5166;Nieppe
FRXX5828;Niergnies
FRXX6211;Nieuil
FRXX6823;Nieul-le-Dolent
FRXX5219;Nieulle-sur-Seudre
FRXX3273;Nieul-sur-Mer
FRXX3405;Nilvange
FRXX0165;Nimes
FRXX0166;Niort
FRXX5132;Nissan-lez-Enserune
FRXX6734;Nivillac
FRXX4847;Nizy-le-Comte
FRXX2794;Noaillan
FRXX6445;Noailles
FRXX3171;Noceta
FRXX4814;Noe-les-Mallets
FRXX3527;Noeux-les-Mines
FRXX2991;Nogent-le-Bernard
FRXX6339;Nogent-le-Phaye
FRXX2566;Nogent-le-Roi
FRXX4136;Nogent-le-Rotrou
FRXX4769;Nogent-le-Sec
FRXX4059;Nogent-sur-Aube
FRXX3051;Nogent-sur-Marne
FRXX2752;Nogent-sur-Oise
FRXX4061;Nogent-sur-Seine
FRXX4164;Nogent-sur-Vernisson
FRXX5683;Nohanent
FRXX1612;Noirmoutier-en-l'Ile
FRXX4656;Noiseau
FRXX3355;Noisiel
FRXX5975;Noisy-le-Grand
FRXX5843;Noisy-le-Roi
FRXX2981;Noisy-le-Sec
FRXX4305;Noisy-Rudignon
FRXX5899;Noisy-sur-Ecole
FRXX1325;Nonant-le-Pin
FRXX6788;Noncourt-sur-le-Rongeant
FRXX4884;Nontron
FRXX3024;Nordhouse
FRXX4643;Norroy-le-Sec
FRXX3662;Norroy-le-Veneur
FRXX3473;Nort-sur-Erdre
FRXX6751;Nothalten
FRXX0444;Notre-Dame-de-Bellecombe
FRXX2832;Notre-Dame-de-Bondeville
FRXX5133;Notre-Dame-de-Cenilly
FRXX3044;Notre-Dame-de-Monts
FRXX6157;Notre-Dame-de-Sanilhac
FRXX6410;Notre-Dame-des-Landes
FRXX1244;Notre-Dame-de-Vaulx
FRXX3734;Notre-Dame-du-Pe
FRXX3614;Notre-Dame-du-Touchet
FRXX1454;Nouaille-Maupertuis
FRXX2944;Nouan-le-Fuzelier
FRXX5883;Nouans-les-Fontaines
FRXX1391;Nousseviller-Saint-Nabor
FRXX2924;Nouvion
FRXX1012;Nouvion-le-Comte
FRXX2495;Nouvion-sur-Meuse
FRXX1648;Nouvoitou
FRXX4833;Nouzonville
FRXX4235;Novalaise
FRXX2843;Noveant-sur-Moselle
FRXX5237;Novella
FRXX6194;Noves
FRXX4549;Novillard
FRXX3682;Noyal-Pontivy
FRXX2833;Noyal-sur-Vilaine
FRXX5239;Noyant-la-Gravoyere
FRXX4908;Noyelles-Godault
FRXX6492;Noyelles-les-Seclin
FRXX1208;Noyelles-les-Vermelles
FRXX2764;Noyelles-sous-Lens
FRXX6668;Noyelles-sur-Escaut
FRXX4507;Noyelles-sur-Mer
FRXX6576;Noyelles-sur-Selle
FRXX2669;Noyen-sur-Sarthe
FRXX1483;Noyen-sur-Seine
FRXX1871;Noyers-Pont-Maugis
FRXX4296;Noyers-Saint-Martin
FRXX1361;Noyers-sur-Cher
FRXX3498;Noyon
FRXX4237;Nozay
FRXX1066;Nuaille-d'Aunis
FRXX6010;Nueil-les-Aubiers
FRXX1936;Nueil-sur-Layon
FRXX2977;Nuits
FRXX3221;Nuits-Saint-Georges
FRXX4067;Nyons
FRXX4890;Oberdorf
FRXX3794;Oberhaslach
FRXX4433;Oberhausbergen
FRXX3025;Oberhoffen-sur-Moder
FRXX5835;Obernai
FRXX2158;Oberschaeffolsheim
FRXX3238;Ocana
FRXX4392;Octeville-sur-Mer
FRXX1199;Oderen
FRXX6372;Odos
FRXX3589;Oermingen
FRXX1886;OEuilly
FRXX5345;OEuilly
FRXX2587;Ogenne-Camptort
FRXX5817;Ogeu-les-Bains
FRXX5642;Oignies
FRXX1616;Oinville-sur-Montcient
FRXX4975;Oiselay-et-Grachaux
FRXX4931;Oisseau-le-Petit
FRXX3442;Oissel
FRXX2579;Oisy-le-Verger
FRXX2805;Oleac-Debat
FRXX2423;Olemps
FRXX5714;Olette
FRXX1535;Ollainville
FRXX2726;Ollioules
FRXX2221;Olmeta-di-Tuda
FRXX2473;Olmeto
FRXX5951;Olmi-Cappella
FRXX3830;Olonne-sur-Mer
FRXX5045;Olonzac
FRXX3348;Oloron-Sainte-Marie
FRXX1147;Omessa
FRXX5335;Ondres
FRXX1413;Ondreville-sur-Essonne
FRXX3622;Onnaing
FRXX2622;Onville
FRXX5780;Oost-Cappel
FRXX2071;Opera
FRXX6746;Oppede
FRXX5952;Oradour-Saint-Genest
FRXX4520;Oradour-sur-Glane
FRXX4386;Oradour-sur-Vayres
FRXX0167;Orange
FRXX6132;Orbec
FRXX4452;Orbey
FRXX2452;Orchamps-Vennes
FRXX2757;Orchies
FRXX0252;Orcieres
FRXX5764;Orcines
FRXX5188;Ordan-Larroque
FRXX5175;Orgelet
FRXX4092;Orgeres
FRXX4085;Orgeres-en-Beauce
FRXX6561;Orgeval
FRXX1082;Orgon
FRXX2395;Origny-en-Thierache
FRXX6306;Origny-Sainte-Benoite
FRXX3446;Orival
FRXX0074;Orleans
FRXX1394;Orleix
FRXX2105;Orlienas
FRXX2271;Orly
FRXX5982;Ormesson-sur-Marne
FRXX2355;Ormoy-les-Sexfontaines
FRXX4121;Ornex
FRXX2720;Orrouy
FRXX2734;Orry-la-Ville
FRXX5240;Orsay
FRXX2051;Orsennes
FRXX4229;Ortaffa
FRXX0327;Orthez
FRXX0075;Orvault
FRXX3389;Orveau-Bellesauve
FRXX1698;Osny
FRXX2768;Osse-en-Aspe
FRXX4978;Osseja
FRXX2665;Ossun
FRXX1459;Osthoffen
FRXX6669;Ostricourt
FRXX4434;Ostwald
FRXX1837;Ota
FRXX1899;Othis
FRXX2127;Ottange
FRXX2615;Ottmarsheim
FRXX6554;Ottrott
FRXX1584;Ouanne
FRXX2943;Oucques
FRXX2009;Oudon
FRXX0113;Ouessant
FRXX1753;Ouilly-du-Houley
FRXX3910;Ouistreham
FRXX4096;Oulchy-le-Chateau
FRXX1973;Oullins
FRXX4787;Ourouer-les-Bourdelins
FRXX2640;Ouroux-sur-Saone
FRXX5684;Oursbelille
FRXX2705;Ourton
FRXX4537;Ousson-sur-Loire
FRXX3454;Outreau
FRXX2830;Ouville-la-Riviere
FRXX2224;Ouzouer-le-Marche
FRXX3449;Ouzouer-sur-Loire
FRXX4258;Ouzouer-sur-Trezee
FRXX6412;Oye-Plage
FRXX0366;Oyonnax
FRXX1319;Oytier-Saint-Oblas
FRXX0515;Oz-en-Oisans
FRXX5649;Ozoir-la-Ferriere
FRXX2267;Ozolles
FRXX5129;Pace
FRXX3839;Pacy-sur-Armancon
FRXX3281;Pacy-sur-Eure
FRXX5999;Pagny-sur-Moselle
FRXX1443;Paillencourt
FRXX2370;Pailloles
FRXX2010;Paimboeuf
FRXX6226;Paimpol
FRXX5760;Paladru
FRXX6513;Palais-Bourbon
FRXX6087;Palaiseau
FRXX5391;Palaja
FRXX6477;Palavas-les-Flots
FRXX3987;Palneca
FRXX4834;Pamiers
FRXX6692;Panazol
FRXX6259;Pance
FRXX1214;Panissieres
FRXX3749;Pantin
FRXX0411;Paray-le-Monial
FRXX3815;Paray-Vieille-Poste
FRXX1374;Parcay-sur-Vienne
FRXX5589;Parce
FRXX1976;Pardies
FRXX0381;Parentis-en-Born
FRXX3771;Parey-Saint-Cesaire
FRXX3112;Pargny-les-Reims
FRXX3867;Pargny-sous-Mureau
FRXX3857;Pargny-sur-Saulx
FRXX4583;Parigne-l'Eveque
FRXX0076;Paris
FRXX0077;Paris/Charles De Gaulle
FRXX6725;Parmain
FRXX6067;Parne-sur-Roc
FRXX3745;Paroy-en-Othe
FRXX0316;Parthenay
FRXX3392;Pas-en-Artois
FRXX1603;Passais
FRXX6272;Passonfontaine
FRXX3145;Passy-sur-Marne
FRXX3387;Patay
FRXX0168;Pau
FRXX1358;Pauillac
FRXX3214;Paulhac
FRXX3907;Paulhe
FRXX5924;Paulinet
FRXX1908;Paussac-et-Saint-Vivien
FRXX4334;Pavie
FRXX4354;Payrin-Augmontel
FRXX2611;Payzac
FRXX2562;Pech
FRXX3886;Pecharic-et-le-Py
FRXX5148;Pechbonnieu
FRXX3534;Pecquencourt
FRXX4684;Pegomas
FRXX7700;Peille
FRXX0445;Peisey Vallandry
FRXX2001;Peisey-Nancroix
FRXX1060;Pelissanne
FRXX2386;Pellouailles-les-Vignes
FRXX5654;Peltre
FRXX6121;Pelvoux
FRXX1498;Penestin
FRXX3950;Penmarch
FRXX1737;Penta-di-Casinca
FRXX4784;Penvenan
FRXX6702;Percey
FRXX1153;Pereille
FRXX2165;Perenchies
FRXX3557;Pergain-Taillac
FRXX6129;Periers-en-Auge
FRXX4694;Periers-sur-le-Dan
FRXX6403;Perignat-les-Sarlieve
FRXX5682;Perignat-sur-Allier
FRXX1842;Perigny
FRXX0169;Perigueux
FRXX6399;Pern
FRXX6425;Pernes
FRXX2818;Pernes-les-Boulogne
FRXX6011;Pernes-les-Fontaines
FRXX2029;Perols
FRXX4033;Perols-sur-Vezere
FRXX1885;Peronnas
FRXX1440;Peronne-en-Melantois
FRXX5289;Perouse
FRXX2510;Perpezac-le-Blanc
FRXX5494;Perpezac-le-Noir
FRXX0128;Perpignan
FRXX5816;Perrecy-les-Forges
FRXX2136;Perriers-en-Beauficel
FRXX4084;Perriers-sur-Andelle
FRXX1341;Perrignier
FRXX3266;Perros-Guirec
FRXX5903;Perroy
FRXX6094;Persan
FRXX2801;Pers-Jussy
FRXX6738;Pertuis
FRXX2299;Peschadoires
FRXX0078;Pessac
FRXX3610;Pessac-sur-Dordogne
FRXX1234;Petit-Couronne
FRXX3006;Petite-Foret
FRXX2614;Petite-Rosselle
FRXX2584;Petit-Fayt
FRXX5397;Petit-Verly
FRXX6193;Petreto-Bicchisano
FRXX3155;Peymeinade
FRXX3993;Peypin
FRXX0518;Peyragudes
FRXX1546;Peyrat-de-Bellac
FRXX2598;Peyrat-la-Noniere
FRXX2973;Peyrat-le-Chateau
FRXX4825;Peyrefitte-du-Razes
FRXX1646;Peyrehorade
FRXX1003;Peyriac-de-Mer
FRXX5528;Peyrins
FRXX6164;Peyroles
FRXX4798;Peyrolles-en-Provence
FRXX3139;Peyroules
FRXX5399;Peyruis
FRXX6168;Peyrusse-le-Roc
FRXX1368;Peyrusse-Massas
FRXX4599;Peyzac-le-Moustier
FRXX4074;Pezens
FRXX3540;Pezilla-la-Riviere
FRXX2118;Pfaffenhoffen
FRXX1481;Pfastatt
FRXX3565;Pfetterhouse
FRXX5782;Phalempin
FRXX1219;Phalsbourg
FRXX5715;Pia
FRXX1086;Piana
FRXX2474;Pianottoli-Caldarello
FRXX0452;Piau Engaly
FRXX5419;Piazzali
FRXX3345;Piblange
FRXX1486;Pibrac
FRXX1988;Picherande
FRXX0253;Pied Aigu
FRXX5950;Piedicorte-di-Gaggio
FRXX3050;Piegut-Pluviers
FRXX3767;Piennes
FRXX0254;Pierre Besse
FRXX2814;Pierre-Benite
FRXX5024;Pierrefeu-du-Var
FRXX6204;Pierrefitte
FRXX4751;Pierrefitte-en-Cinglais
FRXX4186;Pierrefitte-Nestalas
FRXX4445;Pierrefitte-sur-Aire
FRXX2984;Pierrefitte-sur-Seine
FRXX5011;Pierrefonds
FRXX2456;Pierrefontaine-les-Varans
FRXX1849;Pierrelatte
FRXX3128;Pierrelaye
FRXX6648;Pierrepont-sur-Avre
FRXX6793;Pierrevert
FRXX4827;Pietrapola
FRXX6209;Pietrosella
FRXX5030;Pignans
FRXX3459;Pin
FRXX1859;Pin-Balma
FRXX1881;Pinet
FRXX4097;Pinon
FRXX1607;Piolenc
FRXX5126;Pipriac
FRXX6811;Pirou
FRXX5861;Pitgam
FRXX3386;Pithiviers
FRXX4780;Pitres
FRXX3195;Plabennec
FRXX2201;Plachy-Buyon
FRXX5500;Plaimpied-Givaudins
FRXX1830;Plaintel
FRXX4269;Plaisance-du-Touch
FRXX2817;Plaisir
FRXX3466;Planay
FRXX3553;Plancher-Bas
FRXX4466;Planchez
FRXX3983;Plancoet
FRXX4060;Plancy-l'Abbaye
FRXX2466;Plan-de-Cuques
FRXX3228;Plan-d'Orgon
FRXX2537;Plechatel
FRXX3246;Pledeliac
FRXX6271;Pledran
FRXX1328;Pleine-Fougeres
FRXX4807;Plelan-le-Grand
FRXX4115;Plelan-le-Petit
FRXX1797;Plelo
FRXX4753;Plemet
FRXX1097;Plenee-Jugon
FRXX4038;Pleneuf-Val-Andre
FRXX1808;Plerin
FRXX4041;Plesidy
FRXX4037;Plessala
FRXX5048;Plesse
FRXX1112;Plestin-les-Greves
FRXX3264;Pleubian
FRXX4843;Pleumeleuc
FRXX5511;Pleumeur-Bodou
FRXX3519;Pleurtuit
FRXX4047;Pleuville
FRXX4885;Pleyben
FRXX2351;Pleyber-Christ
FRXX1765;Plobannalec-Lesconil
FRXX6502;Plobsheim
FRXX5227;Ploemeur
FRXX5226;Ploerdut
FRXX4471;Ploeren
FRXX0302;Ploermal
FRXX6480;Ploermel
FRXX1044;Plogoff
FRXX6341;Plogonnec
FRXX3816;Plombieres-les-Bains
FRXX1746;Plombieres-les-Dijon
FRXX3191;Plomelin
FRXX1192;Plomeur
FRXX1763;Plomodiern
FRXX3192;Ploneour-Lanvern
FRXX6162;Plonevez-du-Faou
FRXX2487;Plouaret
FRXX1766;Plouarzel
FRXX2507;Plouasne
FRXX4449;Plouay
FRXX4791;Ploubalay
FRXX5512;Ploubazlanec
FRXX2446;Ploudalmezeau
FRXX1764;Plouegat-Guerand
FRXX1114;Plouer-sur-Rance
FRXX3942;Plouescat
FRXX1835;Plouezec
FRXX3940;Plouezoc'h
FRXX1095;Ploufragan
FRXX2442;Plougasnou
FRXX5441;Plougastel-Daoulas
FRXX5625;Plougonvelin
FRXX4598;Plougonven
FRXX4044;Plougrescant
FRXX5470;Plouguenast
FRXX1046;Plouguerneau
FRXX1818;Plouha
FRXX1561;Plouharnel
FRXX5446;Plouhinec
FRXX4719;Plouigneau
FRXX3357;Ploumagoar
FRXX1108;Plounerin
FRXX3941;Plounevezel
FRXX2506;Plounevez-Moedec
FRXX5905;Plouray
FRXX3267;Plourivo
FRXX6161;Plouvorn
FRXX3188;Plouzane
FRXX4718;Plouzevede
FRXX3947;Plozevet
FRXX2515;Plumaudan
FRXX1494;Plumelec
FRXX3683;Plumeliau
FRXX6145;Plumetot
FRXX2901;Pluneret
FRXX2514;Plurien
FRXX4713;Plusquellec
FRXX3007;Pluvigner
FRXX1468;Poce-sur-Cisse
FRXX5936;Podensac
FRXX4861;Poey-de-Lescar
FRXX5433;Poggio-di-Venaco
FRXX4699;Poggio-d'Oletta
FRXX2121;Poigny-la-Foret
FRXX4189;Poille-sur-Vegre
FRXX5693;Poilly-lez-Gien
FRXX1557;Poilly-sur-Serein
FRXX2261;Poilly-sur-Tholon
FRXX6148;Poincon-les-Larrey
FRXX0256;Pointe de Corbier
FRXX0257;Pointe de l' Eygliere
FRXX0255;Pointe Turra
FRXX7706;Pointe-a-Pitre
FRXX4264;Pointis-de-Riviere
